#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,New
Paracoccus yeei,Bacteria;Proteobacteria;Alphaproteobacteria,FDAARGOS_252,SAMN04875578,PRJNA231221,GCA_002073635.2,Complete,4.82961,67.0776,chromosome:NZ_CP020442.2/CP020442.2; plasmid unnamed1:NZ_CP020441.2/CP020441.2; plasmid unnamed2:NZ_CP020440.2/CP020440.2; plasmid unnamed3:NZ_CP020443.2/CP020443.2; plasmid unnamed4:NZ_CP020444.2/CP020444.2; plasmid unnamed5:NZ_CP020445.2/CP020445.2; plasmid unnamed6:NZ_CP020446.2/CP020446.2; plasmid unnamed7:NZ_CP020447.2/CP020447.2,,8,4450,2017-03-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/635/GCA_002073635.2_ASM207363v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/635/GCF_002073635.2_ASM207363v2,x
Roseomonas mucosa,Bacteria;Proteobacteria;Alphaproteobacteria,FDAARGOS_658,SAMN11056373,PRJNA231221,GCA_008693785.1,Complete,4.99629,70.3159,chromosome 1:NZ_CP044114.1/CP044114.1; chromosome 2:NZ_CP044115.1/CP044115.1; chromosome 3:NZ_CP044116.1/CP044116.1; chromosome 4:NZ_CP044117.1/CP044117.1; plasmid unnamed1:NZ_CP044118.1/CP044118.1,,5,4399,2019-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/785/GCA_008693785.1_ASM869378v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/785/GCF_008693785.1_ASM869378v1,x
Novosphingobium resinovorum,Bacteria;Proteobacteria;Alphaproteobacteria,SA1,SAMN05507135,PRJNA336270,GCA_001742225.1,Complete,6.91813,64.9171,chromosome:NZ_CP017075.1/CP017075.1; plasmid pSA1:NZ_CP017076.1/CP017076.1; plasmid pSA2:NZ_CP017077.1/CP017077.1; plasmid pSA3:NZ_CP017078.1/CP017078.1; plasmid pSA4:NZ_CP017079.1/CP017079.1,,5,6207,2016-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/225/GCA_001742225.1_ASM174222v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/225/GCF_001742225.1_ASM174222v1,x
Acetobacter persici,Bacteria;Proteobacteria;Alphaproteobacteria,TMW2.1084,SAMN04396916,PRJNA311264,GCA_002006565.1,Complete,3.75668,57.4437,chromosome:NZ_CP014687.1/CP014687.1; plasmid pAC1084_1:NZ_CP014688.1/CP014688.1,,2,3025,2017-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/006/565/GCA_002006565.1_ASM200656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/565/GCF_002006565.1_ASM200656v1,x
Kozakia baliensis,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 14400,SAMN04396914,PRJNA311264,GCA_001787335.1,Complete,3.5056,57.3501,chromosome:NZ_CP014674.1/CP014674.1; plasmid pKB14400_1:NZ_CP014675.1/CP014675.1; plasmid pKB14400_2:NZ_CP014676.1/CP014676.1; plasmid pKB14400_3:NZ_CP014677.1/CP014677.1; plasmid pKB14400_4:NZ_CP014678.1/CP014678.1; plasmid pKB14400_5:NZ_CP014679.1/CP014679.1; plasmid pKB14400_6:NZ_CP014680.1/CP014680.1,,7,3170,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/787/335/GCA_001787335.1_ASM178733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/787/335/GCF_001787335.1_ASM178733v1,x
Sinorhizobium americanum CCGM7,Bacteria;Proteobacteria;Alphaproteobacteria,CCGM7,SAMN02370997,PRJNA222537,GCA_000705595.2,Complete,6.85305,62.1917,chromosome:NZ_CP013051.1/CP013051.1; plasmid A:NZ_CP013052.1/CP013052.1; plasmid B:NZ_CP013053.1/CP013053.1; plasmid C:NZ_CP013054.1/CP013054.1,,4,6049,2016-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/595/GCA_000705595.2_ASM70559v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/595/GCF_000705595.2_ASM70559v2,x
Haematobacter massiliensis,Bacteria;Proteobacteria;Alphaproteobacteria,OT1,SAMN10829711,PRJNA517385,GCA_004328555.1,Complete,4.23291,64.4603,chromosome:NZ_CP035510.1/CP035510.1; plasmid pOT1-1:NZ_CP035511.1/CP035511.1; plasmid pOT1-2:NZ_CP035512.1/CP035512.1; plasmid pOT1-3:NZ_CP035513.1/CP035513.1; plasmid pOT1-4:NZ_CP035514.1/CP035514.1; plasmid pOT1-5:NZ_CP035515.1/CP035515.1; plasmid pOT1-6:NZ_CP035506.1/CP035506.1; plasmid pOT1-7:NZ_CP035507.1/CP035507.1; plasmid pOT1-8:NZ_CP035508.1/CP035508.1; plasmid pOT1-9:NZ_CP035509.1/CP035509.1,,10,3874,2019-03-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/328/555/GCA_004328555.1_ASM432855v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/555/GCF_004328555.1_ASM432855v1,x
Caulobacter henricii,Bacteria;Proteobacteria;Alphaproteobacteria,CB4,SAMN04208552,PRJNA257504,GCA_001414055.1,Complete,3.95729,65.7906,chromosome:NZ_CP013002.1/CP013002.1; plasmid CB4 plasmid:NZ_CP013003.1/CP013003.1,,2,3667,2015-10-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/414/055/GCA_001414055.1_ASM141405v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/414/055/GCF_001414055.1_ASM141405v1,x
Sphingomonas taxi,Bacteria;Proteobacteria;Alphaproteobacteria,ATCC 55669,SAMN03078686,PRJNA261987,GCA_000764535.1,Complete,4.0619,67.8923,chromosome:NZ_CP009571.1/CP009571.1; plasmid STP1:NZ_CP009572.1/CP009572.1; plasmid STP2:NZ_CP009573.1/CP009573.1,,3,3678,2014-10-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/535/GCA_000764535.1_ASM76453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/535/GCF_000764535.1_ASM76453v1,x
Celeribacter indicus,Bacteria;Proteobacteria;Alphaproteobacteria,P73,SAMN03280159,PRJNA170415,GCA_000819565.1,Complete,4.96939,65.7311,chromosome:NZ_CP004393.1/CP004393.1; plasmid pP73A:NZ_CP004394.1/CP004394.1; plasmid pP73B:NZ_CP004395.1/CP004395.1; plasmid pP73C:NZ_CP004396.1/CP004396.1; plasmid pP73D:NZ_CP004397.1/CP004397.1; plasmid pP73E:NZ_CP004398.1/CP004398.1,,6,4757,2015-01-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/565/GCA_000819565.1_ASM81956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/565/GCF_000819565.1_ASM81956v1,x
Methyloceanibacter caenitepidi,Bacteria;Proteobacteria;Alphaproteobacteria,Gela4,SAMD00019677,PRJDB3104,GCA_000828475.1,Complete,3.42496,62.8,chromosome:NZ_AP014648.1/AP014648.1,,1,3217,2015-01-06T23:07:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/475/GCA_000828475.1_ASM82847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/475/GCF_000828475.1_ASM82847v1,x
Wolbachia endosymbiont of Cimex lectularius,Bacteria;Proteobacteria;Alphaproteobacteria,wCle,SAMD00061059,PRJDB748,GCA_000829315.1,Complete,1.25006,36.3,chromosome:NZ_AP013028.1/AP013028.1,,1,1012,2014-06-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/315/GCA_000829315.1_ASM82931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/315/GCF_000829315.1_ASM82931v1,x
Sulfitobacter pseudonitzschiae,Bacteria;Proteobacteria;Alphaproteobacteria,SMR1,SAMN07316509,PRJNA380207,GCA_002222635.1,Complete,5.1216,59.5101,chromosome:NZ_CP022415.1/CP022415.1; plasmid pSMR1-1:NZ_CP022416.1/CP022416.1; plasmid pSMR1-2:NZ_CP022417.1/CP022417.1; plasmid pSMR1-3:NZ_CP022418.1/CP022418.1; plasmid pSMR1-4:NZ_CP022419.1/CP022419.1; plasmid pSMR1-5:NZ_CP022420.1/CP022420.1; plasmid pSMR1-6:NZ_CP022421.1/CP022421.1; plasmid pSMR1-7:NZ_CP022422.1/CP022422.1,,8,4784,2017-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/635/GCA_002222635.1_ASM222263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/635/GCF_002222635.1_ASM222263v1,x
Rickettsia raoultii,Bacteria;Proteobacteria;Alphaproteobacteria,Khabarovsk,SAMN03372504,PRJNA276402,GCA_000940955.1, Chromosome,1.48328,32.6317,chromosome:NZ_CP010969.1/CP010969.1; plasmid pRra1:NZ_CP010970.1/CP010970.1; plasmid pRra2:NZ_CP010971.1/CP010971.1; plasmid pRra3:NZ_CP010972.1/CP010972.1,,4,1306,2015-03-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/955/GCA_000940955.1_ASM94095v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/955/GCF_000940955.1_ASM94095v1,x
Azospirillum thiophilum,Bacteria;Proteobacteria;Alphaproteobacteria,BV-S,SAMN03993951,PRJNA292868,GCA_001305595.1,Complete,7.60946,68.1638,chromosome 1:NZ_CP012401.1/CP012401.1; chromosome 2:NZ_CP012402.1/CP012402.1; chromosome 3:NZ_CP012403.1/CP012403.1; chromosome 4:NZ_CP012404.1/CP012404.1; chromosome 5:NZ_CP012405.1/CP012405.1; chromosome 6:NZ_CP012406.1/CP012406.1; chromosome 7:NZ_CP012407.1/CP012407.1; chromosome 8:NZ_CP012408.1/CP012408.1,,8,6497,2015-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/595/GCA_001305595.1_ASM130559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/595/GCF_001305595.1_ASM130559v1,x
Martelella endophytica,Bacteria;Proteobacteria;Alphaproteobacteria,YC6887,SAMN03284753,PRJNA272964,GCA_000960975.1,Complete,4.81733,62.1,chromosome:NZ_CP010803.1/CP010803.1,,1,4396,2015-03-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/975/GCA_000960975.1_ASM96097v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/975/GCF_000960975.1_ASM96097v1,x
Acetobacter orientalis,Bacteria;Proteobacteria;Alphaproteobacteria,FAN1,SAMD00112201,PRJDB6747,GCA_003966365.1,Complete,3.21497,52.5001,chromosome:NZ_AP018515.1/AP018515.1; plasmid pAOF1:NZ_AP018516.1/AP018516.1,,2,2595,2018-02-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/365/GCA_003966365.1_Acetorien_assembly01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/365/GCF_003966365.1_Acetorien_assembly01,x
Altererythrobacter atlanticus,Bacteria;Proteobacteria;Alphaproteobacteria,26DY36,SAMN03658145,PRJNA282882,GCA_001008165.2,Complete,3.47511,61.9128,chromosome:NZ_CP011452.2/CP011452.2; plasmid unnamed:NZ_CP011453.2/CP011453.2,,2,3190,2015-05-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/165/GCA_001008165.2_ASM100816v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/008/165/GCF_001008165.2_ASM100816v2,x
Erythrobacter gangjinensis,Bacteria;Proteobacteria;Alphaproteobacteria,CGMCC 1.15024,SAMN05967050,PRJNA352100,GCA_001886695.1,Complete,2.72495,62.7169,chromosome I:NZ_CP018097.1/CP018097.1; chromosome II:NZ_CP018098.1/CP018098.1,,2,2628,2016-11-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/695/GCA_001886695.1_ASM188669v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/695/GCF_001886695.1_ASM188669v1,x
Sphingopyxis fribergensis,Bacteria;Proteobacteria;Alphaproteobacteria,Kp5.2,SAMN02872841,PRJNA253568,GCA_000803645.1,Complete,5.20217,63.7957,chromosome:NZ_CP009122.1/CP009122.1; plasmid pSfKp5.2:NZ_CP009123.1/CP009123.1,,2,4782,2014-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/645/GCA_000803645.1_ASM80364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/645/GCF_000803645.1_ASM80364v1,x
Croceicoccus naphthovorans,Bacteria;Proteobacteria;Alphaproteobacteria,PQ-2,SAMN03757733,PRJNA285726,GCA_001028705.1,Complete,3.86356,62.604,chromosome:NZ_CP011770.1/CP011770.1; plasmid p1:NZ_CP011771.1/CP011771.1; plasmid p2:NZ_CP011772.1/CP011772.1,,3,3669,2015-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/705/GCA_001028705.1_ASM102870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/705/GCF_001028705.1_ASM102870v1,x
Altererythrobacter marensis,Bacteria;Proteobacteria;Alphaproteobacteria,KCTC 22370,SAMN03764476,PRJNA286057,GCA_001028625.1,Complete,2.88503,64.7,chromosome:NZ_CP011805.1/CP011805.1,,1,2684,2015-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/625/GCA_001028625.1_ASM102862v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/625/GCF_001028625.1_ASM102862v1,x
Methylobacterium aquaticum,Bacteria;Proteobacteria;Alphaproteobacteria,MA-22A,SAMD00024788,PRJDB3341,GCA_001548015.1,Complete,7.55796,70.7725,chromosome Unknown:NZ_AP014704.1/AP014704.1; plasmid pMaq22A_1p:NZ_AP014705.1/AP014705.1; plasmid pMaq22A_2p:NZ_AP014706.1/AP014706.1; plasmid pMaq22A_3p:NZ_AP014707.1/AP014707.1; plasmid pMaq22A_4p:NZ_AP014708.1/AP014708.1; plasmid pMaq22A_5p:NZ_AP014709.1/AP014709.1,,6,6730,2015-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/015/GCA_001548015.1_ASM154801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/015/GCF_001548015.1_ASM154801v1,x
Octadecabacter temperatus,Bacteria;Proteobacteria;Alphaproteobacteria,SB1,SAMN03891579,PRJNA290421,GCA_001187845.1,Complete,3.26463,54.6662,chromosome:NZ_CP012160.1/CP012160.1; plasmid OSB_p1:NZ_CP012161.1/CP012161.1,,2,3226,2015-07-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/187/845/GCA_001187845.1_ASM118784v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/845/GCF_001187845.1_ASM118784v1,x
Bartonella ancashensis,Bacteria;Proteobacteria;Alphaproteobacteria,20,SAMN02803869,PRJNA248888,GCA_001281405.1,Complete,1.46769,38.4,chromosome:NZ_CP010401.1/CP010401.1,,1,1191,2015-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/405/GCA_001281405.1_ASM128140v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/405/GCF_001281405.1_ASM128140v1,x
Altererythrobacter epoxidivorans,Bacteria;Proteobacteria;Alphaproteobacteria,CGMCC 1.7731,SAMN03896005,PRJNA290561,GCA_001281485.1,Complete,2.78626,61.5,chromosome:NZ_CP012669.1/CP012669.1,,1,2700,2015-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/485/GCA_001281485.1_ASM128148v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/485/GCF_001281485.1_ASM128148v1,x
Bosea vaviloviae,Bacteria;Proteobacteria;Alphaproteobacteria,Vaf18,SAMN05730837,PRJNA316801,GCA_001741865.1,Complete,6.71355,65.3684,chromosome:NZ_CP017147.1/CP017147.1; plasmid unnamed1:NZ_CP017148.1/CP017148.1,,2,6144,2016-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/865/GCA_001741865.1_ASM174186v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/741/865/GCF_001741865.1_ASM174186v1,x
Sphingomonas hengshuiensis,Bacteria;Proteobacteria;Alphaproteobacteria,WHSC-8,SAMN03329624,PRJNA274606,GCA_000935025.1,Complete,5.22839,66.6711,chromosome:NZ_CP010836.1/CP010836.1; plasmid unnamed:NZ_CP010837.1/CP010837.1,,2,4713,2015-02-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/025/GCA_000935025.1_ASM93502v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/025/GCF_000935025.1_ASM93502v1,x
Celeribacter marinus,Bacteria;Proteobacteria;Alphaproteobacteria,IMCC12053,SAMN03837864,PRJNA280136,GCA_001308265.1,Complete,3.09671,56.2,chromosome:NZ_CP012023.1/CP012023.1,,1,2990,2015-10-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/265/GCA_001308265.1_ASM130826v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/265/GCF_001308265.1_ASM130826v1,x
Methylobacterium phyllosphaerae,Bacteria;Proteobacteria;Alphaproteobacteria,CBMB27,SAMN04433067,PRJNA309452,GCA_001936175.1,Complete,6.31662,69.5555,chromosome:NZ_CP015367.1/CP015367.1; plasmid CBMB27-p1:NZ_CP015368.1/CP015368.1; plasmid CBMB27-p2:NZ_CP015369.1/CP015369.1; plasmid CBMB27-p3:NZ_CP015370.1/CP015370.1,,4,5604,2017-01-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/175/GCA_001936175.1_ASM193617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/175/GCF_001936175.1_ASM193617v1,x
Blastochloris viridis,Bacteria;Proteobacteria;Alphaproteobacteria,ATCC 19567,SAMN04123293,PRJNA297399,GCA_001402875.1,Complete,3.72484,67.9,chromosome:NZ_CP012946.1/CP012946.1,,1,3215,2015-10-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/402/875/GCA_001402875.1_ASM140287v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/875/GCF_001402875.1_ASM140287v1,x
Rhizobium acidisoli,Bacteria;Proteobacteria;Alphaproteobacteria,FH23,SAMN07627169,PRJNA403813,GCA_002531755.2,Complete,7.49768,61.0382,chromosome:NZ_CP034998.1/CP034998.1; plasmid pRapFH23a:NZ_CP034999.1/CP034999.1; plasmid pRapFH23b:NZ_CP035000.1/CP035000.1; plasmid pRapFH23c:NZ_CP035001.1/CP035001.1; plasmid pRapFH23d:NZ_CP035002.1/CP035002.1,,5,6721,2019-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/531/755/GCA_002531755.2_ASM253175v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/531/755/GCF_002531755.2_ASM253175v2,x
Bradyrhizobium lablabi,Bacteria;Proteobacteria;Alphaproteobacteria,MT34,SAMN05444321,PRJEB18344,GCA_900142345.1, Chromosome,8.15097,62.3,chromosome I:NZ_LT670845.1/LT670845.1,,1,7386,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/345/GCA_900142345.1_IMG-taxon_2698536699_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/345/GCF_900142345.1_IMG-taxon_2698536699_annotated_assembly,x
Roseovarius indicus,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 26383,SAMN09772271,PRJNA484900,GCA_008728195.1,Complete,6.17307,64.3363,chromosome:NZ_CP031598.1/CP031598.1; plasmid pRIdsm_01:NZ_CP031599.1/CP031599.1; plasmid pRIdsm_02:NZ_CP031600.1/CP031600.1; plasmid pRIdsm_03:NZ_CP031601.1/CP031601.1; plasmid pRIdsm_04:NZ_CP031602.1/CP031602.1,,5,5824,2019-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/195/GCA_008728195.1_ASM872819v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/195/GCF_008728195.1_ASM872819v1,x
Halocynthiibacter arcticus,Bacteria;Proteobacteria;Alphaproteobacteria,PAMC 20958,SAMN03252591,PRJNA269208,GCA_000812665.2,Complete,4.37612,53.1521,chromosome:NZ_CP014327.1/CP014327.1; plasmid unnamed:NZ_CP014328.1/CP014328.1,,2,3873,2016-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/665/GCA_000812665.2_ASM81266v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/665/GCF_000812665.2_ASM81266v2,x
Leisingera aquaemixtae,Bacteria;Proteobacteria;Alphaproteobacteria,R2C4,SAMN12141652,PRJNA480465,GCA_006740765.1,Complete,4.38011,64.513,chromosome:NZ_CP041159.1/CP041159.1; plasmid unnamed1:NZ_CP041156.1/CP041156.1; plasmid unnamed2:NZ_CP041157.1/CP041157.1; plasmid unnamed3:NZ_CP041164.1/CP041164.1; plasmid unnamed4:NZ_CP041158.1/CP041158.1; plasmid unnamed5:NZ_CP041163.1/CP041163.1; plasmid unnamed6:NZ_CP041162.1/CP041162.1; plasmid unnamed7:NZ_CP041161.1/CP041161.1; plasmid unnamed8:NZ_CP041155.1/CP041155.1; plasmid unnamed9:NZ_CP041160.1/CP041160.1,,10,4109,2019-07-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/740/765/GCA_006740765.1_ASM674076v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/740/765/GCF_006740765.1_ASM674076v1,x
Acetobacter senegalensis,Bacteria;Proteobacteria;Alphaproteobacteria,108B,SAMEA2738517,PRJEB7128,GCA_001499615.1,Complete,3.96991,54.4792,chromosome I:NZ_LN606600.1/LN606600.1; plasmid 1P:NZ_LN606601.1/LN606601.1,,2,3409,2016-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/499/615/GCA_001499615.1_Acetobacter_senegalensis_108B,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/615/GCF_001499615.1_Acetobacter_senegalensis_108B,x
Acetobacter ghanensis,Bacteria;Proteobacteria;Alphaproteobacteria,LMG 23848T,SAMEA2738364,PRJEB7123,GCA_001499675.1, Chromosome,2.84394,56.9043,chromosome I:NZ_LN609302.1/LN609302.1; plasmid 1P:NZ_LN609303.1/LN609303.1; plasmid 2P:NZ_LN609304.1/LN609304.1,,3,2445,2016-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/499/675/GCA_001499675.1_Acetobacter_ghanensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/675/GCF_001499675.1_Acetobacter_ghanensis,x
Wolbachia endosymbiont of Trichogramma pretiosum,Bacteria;Proteobacteria;Alphaproteobacteria,wTpre,SAMN04092459,PRJNA168121,GCA_001439985.1, Chromosome,1.13381,33.8007,chromosome:NZ_CM003641.1/CM003641.1,LKEQ01,1,2237,2015-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/985/GCA_001439985.1_wTPRE_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/439/985/GCF_001439985.1_wTPRE_1.0,x
Paracoccus aminovorans,Bacteria;Proteobacteria;Alphaproteobacteria,JCM7685,SAMEA3320986,PRJEB8789,GCA_900005615.1,Complete,4.03813,67.3846,chromosome I:NZ_LN832559.1/LN832559.1; plasmid II:NZ_LN832560.1/LN832560.1; plasmid III:NZ_LN832561.1/LN832561.1; plasmid IV:NZ_LN832562.1/LN832562.1,,4,3670,2017-08-14T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/005/615/GCA_900005615.1_JCM7685,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/005/615/GCF_900005615.1_JCM7685,x
Asaia bogorensis NBRC 16594,Bacteria;Proteobacteria;Alphaproteobacteria,NBRC 16594,SAMD00019081,PRJDB519,GCA_001547995.1,Complete,3.19827,59.8,chromosome Unknown:NZ_AP014690.1/AP014690.1,,1,2692,2015-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/995/GCA_001547995.1_ASM154799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/995/GCF_001547995.1_ASM154799v1,x
Gluconobacter albidus,Bacteria;Proteobacteria;Alphaproteobacteria,TMW2.1191,SAMN04396919,PRJNA311264,GCA_002005485.1,Complete,3.3693,59.4897,chromosome:NZ_CP014689.1/CP014689.1; plasmid pGS1191_1:NZ_CP014690.1/CP014690.1,,2,2992,2017-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/485/GCA_002005485.1_ASM200548v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/485/GCF_002005485.1_ASM200548v1,x
Brevundimonas vesicularis,Bacteria;Proteobacteria;Alphaproteobacteria,FDAARGOS_289,SAMN06173302,PRJNA231221,GCA_002208825.2,Complete,3.34553,66.1,chromosome:NZ_CP022048.2/CP022048.2,,1,3323,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/825/GCA_002208825.2_ASM220882v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/825/GCF_002208825.2_ASM220882v2,x
Aminobacter aminovorans,Bacteria;Proteobacteria;Alphaproteobacteria,KCTC 2477,SAMN04589126,PRJNA316647,GCA_001605015.1,Complete,6.89073,63.0916,chromosome:NZ_CP015005.1/CP015005.1; plasmid pAA01:NZ_CP015006.1/CP015006.1; plasmid pAA02:NZ_CP015007.1/CP015007.1; plasmid pAA03:NZ_CP015008.1/CP015008.1; plasmid pAA04:NZ_CP015009.1/CP015009.1,,5,6479,2016-03-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/015/GCA_001605015.1_ASM160501v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/015/GCF_001605015.1_ASM160501v1,x
