#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Mannheimia haemolytica M42548,Bacteria;Proteobacteria;Gammaproteobacteria,M42548,SAMN02603277,PRJNA196475,GCA_000376645.1,Complete,2.73187,41,chromosome:NC_021082.1/CP005383.1,,1,2603,2013-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/645/GCA_000376645.1_ASM37664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/645/GCF_000376645.1_ASM37664v1,x
Serratia marcescens subsp. marcescens Db11,Bacteria;Proteobacteria;Gammaproteobacteria,Db11,SAMEA3138834,PRJEB4201,GCA_000513215.1,Complete,5.1138,59.5,chromosome I:NZ_HG326223.1/HG326223.1,,1,4689,2013-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/215/GCA_000513215.1_DB11,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/215/GCF_000513215.1_DB11,x
Erwinia amylovora CFBP1430,Bacteria;Proteobacteria;Gammaproteobacteria,CFPB1430,SAMEA3138297,PRJNA46805,GCA_000091565.1,Complete,3.83383,53.5749,chromosome:NC_013961.1/FN434113.1; plasmid pEA29:NC_013957.1/FN434114.1,,2,3361,2010-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/565/GCA_000091565.1_ASM9156v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/565/GCF_000091565.1_ASM9156v1,x
Proteus mirabilis HI4320,Bacteria;Proteobacteria;Gammaproteobacteria,HI4320,SAMEA1705945,PRJNA12624,GCA_000069965.1,Complete,4.0999,38.8761,chromosome:NC_010554.1/AM942759.1; plasmid pHI4320:NC_010555.1/AM942760.1,,2,3618,2008-04-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/965/GCA_000069965.1_ASM6996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/965/GCF_000069965.1_ASM6996v1,x
Klebsiella oxytoca,Bacteria;Proteobacteria;Gammaproteobacteria,CAV1374,SAMN03733738,PRJNA246471,GCA_001022195.1,Complete,7.22729,55.2606,chromosome:NZ_CP011636.1/CP011636.1; plasmid pCAV1374-14:NZ_CP011627.1/CP011627.1; plasmid pCAV1374-150:NZ_CP011633.1/CP011633.1; plasmid pCAV1374-16:NZ_CP011628.1/CP011628.1; plasmid pCAV1374-1919:NZ_CP011625.1/CP011625.1; plasmid pCAV1374-228:NZ_CP011634.1/CP011634.1; plasmid pCAV1374-34:NZ_CP011629.1/CP011629.1; plasmid pCAV1374-49:NZ_CP011630.1/CP011630.1; plasmid pCAV1374-54:NZ_CP011631.1/CP011631.1; plasmid pCAV1374-6538:NZ_CP011626.1/CP011626.1; plasmid pCAV1374-84:NZ_CP011632.1/CP011632.1; plasmid pKPC_CAV1374:NZ_CP011635.1/CP011635.1,,12,6745,2015-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/195/GCA_001022195.1_ASM102219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1,x
Citrobacter koseri ATCC BAA-895,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC BAA-895,SAMN02603912,PRJNA12716,GCA_000018045.1,Complete,4.73536,53.7998,chromosome:NC_009792.1/CP000822.1; plasmid pCKO2:NC_009794.1/CP000824.1; plasmid pCKO3:NC_009793.1/CP000823.1,,3,4252,2007-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/045/GCA_000018045.1_ASM1804v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/045/GCF_000018045.1_ASM1804v1,x
Cronobacter sakazakii,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 29544,SAMN03371468,PRJNA276173,GCA_000982825.1,Complete,4.66357,56.6285,chromosome:NZ_CP011047.1/CP011047.1; plasmid CSK29544_1p:NZ_CP011048.1/CP011048.1; plasmid CSK29544_2p:NZ_CP011049.1/CP011049.1; plasmid CSK29544_3p:NZ_CP011050.1/CP011050.1,,4,4214,2015-04-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/982/825/GCA_000982825.1_ASM98282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/825/GCF_000982825.1_ASM98282v1,x
Hydrogenovibrio crunogenus XCL-2,Bacteria;Proteobacteria;Gammaproteobacteria,XCL-2,SAMN02598288,PRJNA13018,GCA_000012605.1,Complete,2.42773,43.1,chromosome:NC_007520.2/CP000109.2,,1,2246,2005-10-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/605/GCA_000012605.1_ASM1260v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/605/GCF_000012605.1_ASM1260v1,x
Mannheimia succiniciproducens MBEL55E,Bacteria;Proteobacteria;Gammaproteobacteria,MBEL55E,SAMN02603473,PRJNA13068,GCA_000007745.1,Complete,2.31408,42.5,chromosome:NC_006300.1/AE016827.1,,1,2058,2004-09-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/745/GCA_000007745.1_ASM774v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/745/GCF_000007745.1_ASM774v1,x
Photobacterium profundum SS9,Bacteria;Proteobacteria;Gammaproteobacteria,SS9,SAMEA3138336,PRJNA13128,GCA_000196255.1,Complete,6.40328,41.7454,chromosome 1:NC_006370.1/CR354531.1; chromosome 2:NC_006371.1/CR354532.1; plasmid pPBPR1:NC_005871.1/CR377818.1,,3,5299,2004-04-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/255/GCA_000196255.1_ASM19625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/255/GCF_000196255.1_ASM19625v1,x
Marinobacter hydrocarbonoclasticus ATCC 49840,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 49840,SAMEA2272383,PRJEA91119,GCA_000284615.1,Complete,3.98948,57.4,chromosome:NC_017067.1/FO203363.1,,1,3583,2012-03-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/615/GCA_000284615.1_ASM28461v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/615/GCF_000284615.1_ASM28461v1,x
Actinobacillus succinogenes 130Z,Bacteria;Proteobacteria;Gammaproteobacteria,130Z,SAMN02598296,PRJNA13370,GCA_000017245.1,Complete,2.31966,44.9,chromosome:NC_009655.1/CP000746.1,,1,2094,2007-07-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/245/GCA_000017245.1_ASM1724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/245/GCF_000017245.1_ASM1724v1,x
Enterobacter cloacae subsp. cloacae ATCC 13047,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 13047,SAMN02603901,PRJNA45793,GCA_000025565.1,Complete,5.5988,54.5971,chromosome:NC_014121.1/CP001918.1; plasmid pECL_A:NC_014107.1/CP001919.1; plasmid pECL_B:NC_014108.1/CP001920.1,,3,5208,2010-04-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/565/GCA_000025565.1_ASM2556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/565/GCF_000025565.1_ASM2556v1,x
Shewanella amazonensis SB2B,Bacteria;Proteobacteria;Gammaproteobacteria,SB2B,SAMN02598298,PRJNA13385,GCA_000015245.1,Complete,4.30614,53.6,chromosome:NC_008700.1/CP000507.1,,1,3655,2006-12-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/245/GCA_000015245.1_ASM1524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/245/GCF_000015245.1_ASM1524v1,x
Shewanella denitrificans OS217,Bacteria;Proteobacteria;Gammaproteobacteria,OS217,SAMN02598300,PRJNA13390,GCA_000013765.1,Complete,4.54591,45.1,chromosome:NC_007954.1/CP000302.1,,1,3748,2006-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/765/GCA_000013765.1_ASM1376v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/765/GCF_000013765.1_ASM1376v1,x
Shewanella frigidimarina NCIMB 400,Bacteria;Proteobacteria;Gammaproteobacteria,NCIMB 400,SAMN02598301,PRJNA13391,GCA_000014705.1,Complete,4.84526,41.6,chromosome:NC_008345.1/CP000447.1,,1,3994,2006-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/705/GCA_000014705.1_ASM1470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/705/GCF_000014705.1_ASM1470v1,x
Xenorhabdus bovienii SS-2004,Bacteria;Proteobacteria;Gammaproteobacteria,SS-2004,SAMEA3138245,PRJNA13399,GCA_000027225.1,Complete,4.2255,45,chromosome:NC_013892.1/FN667741.1,,1,3535,2010-02-18T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/225/GCA_000027225.1_ASM2722v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/225/GCF_000027225.1_ASM2722v1,x
Xenorhabdus nematophila AN6_1,Bacteria;Proteobacteria;Gammaproteobacteria,AN6_1,SAMEA2501488,PRJEB5061,GCA_000953355.1,Complete,4.58666,44.2573,chromosome I:NZ_LN681227.1/LN681227.1; plasmid II:NZ_LN681228.1/LN681228.1,,2,3702,2014-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/355/GCA_000953355.1_XNC2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/355/GCF_000953355.1_XNC2,x
Moraxella catarrhalis BBH18,Bacteria;Proteobacteria;Gammaproteobacteria,BBH18,SAMN02603777,PRJNA46869,GCA_000092265.1,Complete,1.86329,41.7,chromosome:NC_014147.1/CP002005.1,,1,1618,2010-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/265/GCA_000092265.1_ASM9226v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/265/GCF_000092265.1_ASM9226v1,x
Citrobacter rodentium ICC168,Bacteria;Proteobacteria;Gammaproteobacteria,ICC168,SAMEA2272524,PRJEA34685,GCA_000027085.1,Complete,5.44428,54.5286,chromosome:NC_013716.1/FN543502.1; plasmid pCROD1:NC_013717.1/FN543503.1; plasmid pCROD2:NC_013718.1/FN543504.1; plasmid pCROD3:NC_013719.1/FN543505.1,,4,4829,2010-01-04T23:17:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/085/GCA_000027085.1_ASM2708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/085/GCF_000027085.1_ASM2708v1,x
Pseudoalteromonas atlantica T6c,Bacteria;Proteobacteria;Gammaproteobacteria,T6c,SAMN02598305,PRJNA13454,GCA_000014225.1,Complete,5.18701,44.6,chromosome:NC_008228.1/CP000388.1,,1,4289,2006-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/225/GCA_000014225.1_ASM1422v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/225/GCF_000014225.1_ASM1422v1,x
Pseudoalteromonas tunicata,Bacteria;Proteobacteria;Gammaproteobacteria,D2,SAMN09780820,PRJNA485019,GCA_003568825.1,Complete,4.96752,39.9011,chromosome 1:NZ_CP031961.1/CP031961.1; chromosome 2:NZ_CP031962.1/CP031962.1,,2,4129,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/568/825/GCA_003568825.1_ASM356882v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/825/GCF_003568825.1_ASM356882v1,x
Edwardsiella ictaluri 93-146,Bacteria;Proteobacteria;Gammaproteobacteria,93-146,SAMN02603942,PRJNA34853,GCA_000022885.2,Complete,3.8123,57.4,chromosome:NC_012779.2/CP001600.2,,1,3227,2009-06-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/885/GCA_000022885.2_ASM2288v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/885/GCF_000022885.2_ASM2288v2,x
Shewanella loihica PV-4,Bacteria;Proteobacteria;Gammaproteobacteria,PV-4,SAMN00623064,PRJNA13906,GCA_000016065.1,Complete,4.60259,53.7,chromosome:NC_009092.1/CP000606.1,,1,3886,2007-03-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/065/GCA_000016065.1_ASM1606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/065/GCF_000016065.1_ASM1606v1,x
Psychrobacter cryohalolentis K5,Bacteria;Proteobacteria;Gammaproteobacteria,K5,SAMN02598327,PRJNA13920,GCA_000013905.1,Complete,3.1011,42.2468,chromosome:NC_007969.1/CP000323.1; plasmid 1:NC_007968.1/CP000324.1,,2,2508,2006-04-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/905/GCA_000013905.1_ASM1390v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/905/GCF_000013905.1_ASM1390v1,x
Shewanella violacea DSS12,Bacteria;Proteobacteria;Gammaproteobacteria,DSS12,SAMD00060963,PRJDA34739,GCA_000091325.1,Complete,4.9621,44.7,chromosome:NC_014012.1/AP011177.1,,1,3877,2010-04-01T23:08:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/325/GCA_000091325.1_ASM9132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/325/GCF_000091325.1_ASM9132v1,x
Halorhodospira halophila SL1,Bacteria;Proteobacteria;Gammaproteobacteria,SL1,SAMN00623046,PRJNA15767,GCA_000015585.1,Complete,2.67845,68,chromosome:NC_008789.1/CP000544.1,,1,2418,2007-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/585/GCA_000015585.1_ASM1558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/585/GCF_000015585.1_ASM1558v1,x
Hahella chejuensis KCTC 2396,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 2396,SAMN02603483,PRJNA16064,GCA_000012985.1,Complete,7.21527,53.9,chromosome:NC_007645.1/CP000155.1,,1,6227,2005-12-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/985/GCA_000012985.1_ASM1298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/985/GCF_000012985.1_ASM1298v1,x
Alkalilimnicola ehrlichii MLHE-1,Bacteria;Proteobacteria;Gammaproteobacteria,MLHE-1,SAMN02598349,PRJNA15763,GCA_000014785.1,Complete,3.27594,67.5,chromosome:NC_008340.1/CP000453.1,,1,2856,2006-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/785/GCA_000014785.1_ASM1478v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/785/GCF_000014785.1_ASM1478v1,x
Legionella longbeachae NSW150,Bacteria;Proteobacteria;Gammaproteobacteria,NSW150,SAMEA2272007,PRJEA39579,GCA_000091785.1,Complete,4.14916,37.119,chromosome:NC_013861.1/FN650140.1; plasmid pLLO:NC_014544.1/FN650141.1,,2,3458,2010-02-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/785/GCA_000091785.1_ASM9178v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/785/GCF_000091785.1_ASM9178v1,x
Yersinia intermedia,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11469,SAMEA2580313,PRJEB6403,GCA_900635455.1,Complete,4.75728,47.5,chromosome 1:NZ_LR134116.1/LR134116.1,,1,4045,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/455/GCA_900635455.1_28307_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/455/GCF_900635455.1_28307_A01,x
Psychromonas ingrahamii 37,Bacteria;Proteobacteria;Gammaproteobacteria,37,SAMN02598361,PRJNA16187,GCA_000015285.1,Complete,4.5596,40.1,chromosome:NC_008709.1/CP000510.1,,1,3666,2006-12-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/285/GCA_000015285.1_ASM1528v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/285/GCF_000015285.1_ASM1528v1,x
Aeromonas hydrophila subsp. hydrophila ATCC 7966,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 7966,SAMN02604052,PRJNA16697,GCA_000014805.1,Complete,4.74445,61.5,chromosome:NC_008570.1/CP000462.1,,1,4154,2006-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/805/GCA_000014805.1_ASM1480v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/805/GCF_000014805.1_ASM1480v1,x
Pseudomonas entomophila L48,Bacteria;Proteobacteria;Gammaproteobacteria,L48,SAMEA3138225,PRJNA16800,GCA_000026105.1,Complete,5.88878,64.2,chromosome:NC_008027.1/CT573326.1,,1,5056,2006-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/105/GCA_000026105.1_ASM2610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/105/GCF_000026105.1_ASM2610v1,x
Pseudomonas stutzeri,Bacteria;Proteobacteria;Gammaproteobacteria,CGMCC 1.1803,SAMN02603041,PRJNA68131,GCA_000219605.1,Complete,4.54793,63.9,chromosome:NC_015740.1/CP002881.1,,1,4059,2011-06-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/605/GCA_000219605.1_ASM21960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/605/GCF_000219605.1_ASM21960v1,x
Moraxella bovis,Bacteria;Proteobacteria;Gammaproteobacteria,Epp63_300,SAMN09425913,PRJNA477706,GCA_003287015.1,Complete,2.91121,43.8791,chromosome:NZ_CP030241.1/CP030241.1; plasmid pMBO-1:NZ_CP030242.1/CP030242.1; plasmid pMBO-2:NZ_CP030243.1/CP030243.1,,3,2768,2018-07-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/015/GCA_003287015.1_ASM328701v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/015/GCF_003287015.1_ASM328701v1,x
Shewanella pealeana ATCC 700345,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 700345,SAMN02598386,PRJNA17415,GCA_000018285.1,Complete,5.17458,44.7,chromosome:NC_009901.1/CP000851.1,,1,4218,2007-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/285/GCA_000018285.1_ASM1828v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/285/GCF_000018285.1_ASM1828v1,x
Shewanella woodyi ATCC 51908,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 51908,SAMN02598391,PRJNA17455,GCA_000019525.1,Complete,5.9354,43.7,chromosome:NC_010506.1/CP000961.1,,1,4858,2008-03-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/525/GCA_000019525.1_ASM1952v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/525/GCF_000019525.1_ASM1952v1,x
Pseudomonas mendocina ymp,Bacteria;Proteobacteria;Gammaproteobacteria,ymp,SAMN02598392,PRJNA17457,GCA_000016565.1,Complete,5.07281,64.7,chromosome:NC_009439.1/CP000680.1,,1,4575,2007-04-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/565/GCA_000016565.1_ASM1656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/565/GCF_000016565.1_ASM1656v1,x
Serratia proteamaculans,Bacteria;Proteobacteria;Gammaproteobacteria,336X,SAMN13182600,PRJNA587215,GCA_009660185.1,Complete,5.59326,54.9,chromosome:NZ_CP045913.1/CP045913.1,,1,5138,2019-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/660/185/GCA_009660185.1_ASM966018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/660/185/GCF_009660185.1_ASM966018v1,x
Shewanella piezotolerans WP3,Bacteria;Proteobacteria;Gammaproteobacteria,WP3,SAMN02603456,PRJNA17675,GCA_000014885.1,Complete,5.39648,43.3,chromosome:NC_011566.1/CP000472.1,,1,4368,2008-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/885/GCA_000014885.1_ASM1488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/885/GCF_000014885.1_ASM1488v1,x
Shewanella sediminis HAW-EB3,Bacteria;Proteobacteria;Gammaproteobacteria,HAW-EB3,SAMN02598412,PRJNA18789,GCA_000018025.1,Complete,5.51767,46.1,chromosome:NC_009831.1/CP000821.1,,1,4514,2007-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/025/GCA_000018025.1_ASM1802v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/025/GCF_000018025.1_ASM1802v1,x
Shewanella halifaxensis HAW-EB4,Bacteria;Proteobacteria;Gammaproteobacteria,HAW-EB4,SAMN02598431,PRJNA20241,GCA_000019185.1,Complete,5.22692,44.6,chromosome:NC_010334.1/CP000931.1,,1,4267,2008-02-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/185/GCA_000019185.1_ASM1918v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/185/GCF_000019185.1_ASM1918v1,x
Erwinia tasmaniensis Et1_99,Bacteria;Proteobacteria;Gammaproteobacteria,Et1_99,SAMEA2272215,PRJEA20585,GCA_000026185.1,Complete,4.06786,53.3601,chromosome:NC_010694.1/CU468135.1; plasmid pET09:NC_010695.1/CU468128.1; plasmid pET35:NC_010696.1/CU468130.1; plasmid pET45:NC_010699.1/CU468132.1; plasmid pET46:NC_010693.1/CU468133.1; plasmid pET49:NC_010697.1/CU468131.1,,6,3561,2008-05-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/185/GCA_000026185.1_ASM2618v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/185/GCF_000026185.1_ASM2618v1,x
Psychrobacter arcticus 273-4,Bacteria;Proteobacteria;Gammaproteobacteria,273-4,SAMN02598544,PRJNA9633,GCA_000012305.1,Complete,2.6507,42.8,chromosome:NC_007204.1/CP000082.1,,1,2087,2005-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/305/GCA_000012305.1_ASM1230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/305/GCF_000012305.1_ASM1230v1,x
Idiomarina loihiensis L2TR,Bacteria;Proteobacteria;Gammaproteobacteria,L2TR,SAMN02604184,PRJNA10790,GCA_000008465.1,Complete,2.83932,47,chromosome:NC_006512.1/AE017340.1,,1,2640,2004-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/465/GCA_000008465.1_ASM846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/465/GCF_000008465.1_ASM846v1,x
Alcanivorax borkumensis SK2,Bacteria;Proteobacteria;Gammaproteobacteria,SK2,SAMEA3138202,PRJNA13005,GCA_000009365.1,Complete,3.12014,54.7,chromosome:NC_008260.1/AM286690.1,,1,2743,2006-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/365/GCA_000009365.1_ASM936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/365/GCF_000009365.1_ASM936v1,x
Shewanella benthica,Bacteria;Proteobacteria;Gammaproteobacteria,DB21MT-2,SAMEA104724135,PRJEB25587,GCA_900476435.1,Complete,4.35351,45.9,chromosome SHEWBE:NZ_LS483452.1/LS483452.1,,1,3402,2018-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/435/GCA_900476435.1_SHEWBE_PRJEB25587v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/435/GCF_900476435.1_SHEWBE_PRJEB25587v2,x
Congregibacter litoralis KT71,Bacteria;Proteobacteria;Gammaproteobacteria,KT71,SAMN02436113,PRJNA13585,GCA_000153125.2, Chromosome,4.35112,57.7,chromosome:NZ_CM002299.1/CM002299.1,AAOA02,1,7689,2006-02-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/125/GCA_000153125.2_ASM15312v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/125/GCF_000153125.2_ASM15312v2,x
Xanthomonas albilineans GPE PC73,Bacteria;Proteobacteria;Gammaproteobacteria,GPE PC73,SAMEA3138291,PRJEA16687,GCA_000087965.1,Complete,3.8523,62.9055,chromosome:NC_013722.1/FP565176.1; plasmid plasmI:NC_017557.1/FP340279.1; plasmid plasmII:NC_017556.1/FP340278.1; plasmid plasmIII:NC_017555.1/FP340277.1,,4,3067,2010-01-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/087/965/GCA_000087965.1_ASM8796v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/087/965/GCF_000087965.2_ASM8796v1,x
Cellvibrio japonicus Ueda107,Bacteria;Proteobacteria;Gammaproteobacteria,Ueda107,SAMN02603448,PRJNA28329,GCA_000019225.1,Complete,4.57657,52,chromosome:NC_010995.1/CP000934.1,,1,3588,2008-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/225/GCA_000019225.1_ASM1922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/225/GCF_000019225.1_ASM1922v1,x
Edwardsiella tarda EIB202,Bacteria;Proteobacteria;Gammaproteobacteria,EIB202,SAMN02603129,PRJNA28539,GCA_000020865.1,Complete,3.80417,59.6724,chromosome:NC_013508.1/CP001135.1; plasmid pEIB202:NC_013509.1/CP001136.1,,2,3293,2009-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/865/GCA_000020865.1_ASM2086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/865/GCF_000020865.1_ASM2086v1,x
